# ,X,Y
1,46,83
2,96,125
3,132,57
4,164,166
5,133,227
6,192,179
7,238,58
8,362,158
9,351,107
10,401,144
11,383,259
12,350,214
13,418,307
14,386,63
15,547,161
16,587,236
17,439,286
18,429,253
19,431,360
20,454,379
21,469,365
22,439,426
23,414,396
24,390,426
25,322,412
26,350,429
27,396,497
28,322,338
29,290,289
30,365,270
31,368,331
32,544,20
33,469,83
34,590,162
35,164,358
36,198,436
37,249,378
38,225,287
39,36,339
40,104,210
41,109,404
42,109,372
43,97,381
44,545,40
45,450,673
46,493,642
47,482,691
48,449,709
49,209,603
50,214,649
51,230,658
52,588,471
53,65,540
54,68,586
55,368,674
56,314,681
57,326,698
58,513,350
59,528,382
60,518,388
61,497,280
62,492,251
63,643,358
64,464,783
65,460,503
66,465,483
67,483,477
68,228,92
69,143,582
70,130,567
71,230,154
72,178,63
73,526,153
74,421,161
75,486,147
76,342,522
77,421,700
78,46,136
