# ,X,Y
1,29,155
2,71,176
3,95,102
4,140,210
5,113,256
6,159,227
7,199,102
8,322,162
9,319,117
10,365,145
11,354,257
12,319,228
13,388,301
14,348,71
15,514,136
16,550,202
17,420,280
18,402,246
19,403,342
20,433,369
21,455,362
22,421,423
23,396,399
24,372,427
25,312,421
26,339,431
27,374,494
28,309,347
29,265,305
30,349,284
31,340,334
32,508,0
33,433,73
34,554,152
35,146,380
36,184,459
37,235,379
38,212,305
39,18,395
40,89,254
41,85,443
42,87,410
43,74,420
44,505,19
45,447,657
46,483,626
47,480,675
48,445,694
49,210,622
50,213,669
51,230,677
52,577,459
53,70,596
54,78,637
55,362,675
56,313,686
57,329,701
58,495,336
59,510,373
60,498,380
61,467,267
62,461,243
63,623,313
64,461,756
65,448,490
66,444,468
67,466,467
68,198,130
69,134,613
70,120,599
71,194,186
72,148,96
73,493,135
74,385,162
75,455,129
76,333,516
77,420,689
78,20,208
