# ,X,Y
1,67,148
2,127,194
3,155,125
4,209,235
5,177,293
6,236,249
7,274,129
8,400,211
9,398,167
10,450,204
11,431,312
12,395,272
13,463,361
14,427,124
15,595,212
16,625,271
17,491,341
18,474,304
19,479,403
20,503,427
21,519,422
22,488,479
23,466,448
24,438,475
25,372,469
26,404,482
27,444,550
28,372,390
29,338,352
30,414,329
31,413,386
32,590,79
33,505,135
34,645,208
35,212,417
36,236,496
37,300,431
38,270,345
39,71,408
40,145,276
41,159,468
42,158,434
43,145,447
44,590,100
45,506,717
46,548,686
47,534,737
48,507,753
49,266,656
50,270,703
51,286,715
52,641,513
53,120,611
54,120,656
55,412,723
56,362,726
57,373,745
58,569,407
59,582,437
60,571,444
61,548,328
62,537,297
63,693,394
64,529,820
65,510,552
66,516,529
67,536,530
68,268,168
69,195,638
70,182,625
71,273,220
72,209,135
73,573,207
74,467,222
75,535,200
76,398,570
77,479,740
78,67,207
