# ,X,Y
1,161,48
2,175,52
3,106,81
4,100,70
5,109,93
6,122,95
7,101,263
8,89,105
9,69,90
10,211,235
11,63,104
12,58,36
13,55,112
14,42,89
15,140,88
16,116,16
17,137,99
18,153,92
19,178,106
20,253,129
21,154,116
22,20,229
23,144,116
24,5,180
25,131,135
26,93,19
27,137,147
28,129,159
29,180,207
30,107,163
31,85,155
32,90,161
33,92,132
34,11,132
35,103,128
36,53,144
37,61,157
38,50,155
39,90,211
40,108,203
41,142,221
42,132,198
43,175,166
44,165,156
45,200,170
46,148,256
47,135,267
48,174,317
49,197,304
50,231,256
51,240,258
52,247,327
53,263,326
54,315,241
55,98,348
56,54,288
57,238,373
58,202,705
59,227,460
60,288,408
61,187,432
62,166,512
63,199,411
64,213,452
65,202,451
66,248,423
67,259,445
68,123,432
69,219,487
70,229,498
71,195,578
72,179,589
73,192,620
74,241,634
75,240,644
76,198,481
77,107,454
78,143,508
79,123,568
80,306,791
81,321,733
82,244,698
83,225,726
84,280,557
85,316,548
86,345,499
87,281,627
88,283,597
89,314,328
90,333,360
91,348,375
92,319,616
93,269,361
94,347,468
95,356,484
96,324,665
97,236,99
98,280,202
