# ,X,Y
1,161,51
2,173,57
3,104,97
4,98,86
5,108,109
6,118,109
7,84,127
8,88,124
9,69,108
10,209,245
11,62,124
12,57,48
13,54,136
14,42,108
15,136,103
16,121,22
17,135,114
18,151,105
19,176,117
20,267,141
21,152,130
22,22,255
23,142,131
24,4,189
25,130,151
26,92,26
27,136,163
28,126,176
29,178,221
30,107,181
31,85,175
32,90,180
33,90,150
34,11,151
35,104,145
36,55,163
37,61,177
38,51,175
39,91,231
40,107,223
41,143,238
42,129,216
43,174,180
44,163,171
45,197,185
46,148,273
47,135,286
48,175,331
49,195,317
50,227,266
51,238,266
52,245,334
53,260,332
54,319,241
55,96,371
56,53,307
57,236,382
58,217,712
59,228,467
60,290,412
61,189,444
62,171,523
63,200,421
64,214,459
65,204,460
66,246,429
67,257,451
68,122,446
69,221,495
70,232,503
71,200,587
72,185,599
73,200,629
74,249,639
75,249,649
76,200,490
77,105,471
78,147,520
79,128,589
80,337,787
81,339,730
82,257,701
83,240,728
84,285,563
85,322,539
86,346,497
87,289,631
88,289,601
89,313,327
90,330,358
91,345,374
92,328,615
93,266,366
94,347,463
95,358,480
96,336,667
97,243,110
98,281,201
